Name,Type,Mileage,Year,Condition,Price
Audi Q8 e-tron,300kW 55 Quattro 114kWh Vorsprung 5dr Auto,10.947,2023,Electric,66.5
Audi Q8 e-tron,300kW 55 Quattro 114kWh Black Edition 5dr Auto,5.5,2023,Electric,75.9
Audi S6,S6 TDI 349 Quattro 4dr Tip Auto,21.786,2020,Diesel,44.0
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,21.924,2020,Petrol,41.695
Audi A6 Avant,40 TFSI S Line 5dr S Tronic,4.887,2023,Petrol,38.0
Audi SQ7,SQ7 TDI Quattro 5dr Tiptronic,16.606,2020,Diesel,51.0
Audi Q8,50 TDI Quattro Black Edition 5dr Tiptronic,6.5,2023,Diesel,62.9
Audi A6 Avant,50 TFSI e 17.9kWh Qtro Black Ed 5dr S Tronic [C+S],10.0,2024,Hybrid,55.0
Audi RS6,RS 6 TFSI Quattro Vorsprung 5dr Tiptronic,9.358,2021,Petrol,76.499
Audi TT S,2.0T FSI Quattro TTS Black Edition 2dr S Tronic,68.347,2017,Petrol,22.059
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,50.406,2019,Diesel,32.448
Audi A7,55 TFSI e Quattro Competition 5dr S Tronic,28.899,2020,Hybrid,32.0
Audi Q7,55 TFSI Quattro Sport 5dr Tiptronic,17.69,2021,Petrol,41.49
Audi Q5,50 TFSI e Quattro S Line 5dr S Tronic,999.0,2023,Hybrid,48.99
Audi Q7,55 TFSI Quattro Vorsprung 5dr Tiptronic,7.925,2023,Petrol,67.49
Audi Q7,55 TFSI Quattro Vorsprung 5dr Tiptronic,5.356,2022,Petrol,63.99
Audi TT RS,TT RS TFSI Quattro Vorsprung 2dr S Tronic,14.853,2021,Petrol,46.0
Audi Q7,50 TDI Quattro S Line 5dr Tiptronic,3.0,2023,Diesel,55.97
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,33.09,2021,Diesel,41.99
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,11.839,2021,Petrol,51.0
Audi SQ7,SQ7 TFSI Quattro Vorsprung 5dr Tiptronic,2.572,2023,Petrol,79.97
Audi Q7,50 TDI Quattro Vorsprung 5dr Tiptronic,53.585,2019,Diesel,39.99
Audi SQ7,SQ7 TFSI Quattro Black Edition 5dr Tiptronic,21.399,2021,Petrol,58.49
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,13.719,2020,Diesel,42.0
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,7.081,2022,Petrol,52.5
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,18.82,2020,Diesel,42.325
Audi Q7,55 TFSI Quattro Sport 5dr Tiptronic,11.232,2021,Petrol,42.49
Audi Q7,3.0 TDI Quattro S Line 5dr Tip Auto,36.961,2019,Diesel,36.795
Audi SQ7,SQ7 TFSI Quattro Vorsprung 5dr Tiptronic,12.201,2022,Petrol,73.99
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,45.288,2021,Diesel,41.45
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,29.904,2021,Petrol,47.75
Audi Q7,55 TFSI Quattro S Line 5dr Tiptronic,4.688,2023,Petrol,64.45
Audi TT,45 TFSI Quattro Final Edition 2dr S Tronic,4.149,2023,Petrol,42.25
Audi A7,55 TFSI e Quattro Competition 5dr S Tronic,11.825,2020,Hybrid,39.75
Audi SQ7,SQ7 TFSI Quattro Vorsprung 5dr Tiptronic,5.047,2023,Petrol,82.0
Audi A7,3.0 TDI Quattro 272 Black Edition 5dr S Tronic,78.5,2018,Diesel,19.4
Audi TT,40 TFSI Black Edition 2dr S Tronic,22.126,2021,Petrol,25.9
Audi TT S,50 TFSI 320 Quattro TTS 2dr S Tronic,9.688,2023,Petrol,38.448
Audi A7,50 TDI Quattro S Line 5dr Tip Auto,50.083,2018,Diesel,26.97
Audi TT,45 TFSI Sport Edition 2dr S Tronic,7.071,2021,Petrol,27.95
Audi TT S,50 TFSI 320 Quattro TTS Vorsprung 2dr S Tronic,19.567,2021,Petrol,38.5
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,7.609,2023,Diesel,47.499
Audi TT,40 TFSI S Line 2dr S Tronic,5.973,2023,Petrol,29.895
Audi TT,40 TFSI Final Edition 2dr S Tronic,4.616,2023,Petrol,35.95
Audi TT,40 TFSI Final Edition 2dr S Tronic,2.757,2023,Petrol,33.47
Audi TT,40 TFSI Black Edition 2dr S Tronic,14.565,2021,Petrol,29.395
Audi TT,40 TFSI Sport 2dr S Tronic,5.478,2023,Petrol,28.995
Audi TT,45 TFSI Quattro Black Edition 2dr S Tronic,5.553,2023,Petrol,37.95
Audi TT,40 TFSI Black Edition 2dr S Tronic,3.597,2023,Petrol,33.5
Audi A7,40 TDI S Line 5dr S Tronic,13.928,2021,Diesel,31.95
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,7.2,2023,Diesel,39.99
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,8.406,2023,Diesel,42.495
Audi A7,40 TDI Quattro Sport Edition 5dr S Tronic,7.837,2023,Diesel,39.99
Audi A7,50 TDI Quattro S Line 5dr Tip Auto,45.434,2019,Diesel,30.0
Audi TT,40 TFSI Black Edition 2dr S Tronic,9.393,2022,Petrol,30.695
Audi A7,40 TDI Quattro Black Edition 5dr S Tronic,7.883,2023,Diesel,41.47
Audi A7,45 TDI 245 Quattro Black Edition 5dr S Tronic,24.12,2021,Diesel,35.49
Audi TT S,50 TFSI 320 Quattro TTS Black Ed 2dr S Tronic,11.468,2022,Petrol,nan
Audi A7,55 TFSI e Quattro Competition 5dr S Tronic,27.22,2020,Hybrid,32.0
Audi TT RS,2.5T FSI TT RS Quattro 2dr S Tronic,27.26,2018,Petrol,37.49
Audi A7,45 TFSI 265 Quattro S Line 5dr S Tronic,8.552,2021,Petrol,37.97
Audi A7,45 TFSI 265 Quattro S Line 5dr S Tronic,21.569,2022,Petrol,36.999
Audi A7,45 TFSI 265 Quattro S Line 5dr S Tronic,30.974,2022,Petrol,36.299
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,44.445,2019,Diesel,40.4
Audi Q7,45 TDI Quattro S Line 5dr Tiptronic,19.754,2021,Diesel,46.631
Audi A4,40 TFSI 204 Black Edition 4dr S Tronic,11.834,2021,Petrol,28.99
Audi A7,40 TDI Quattro S Line 5dr S Tronic,13.024,2023,Diesel,44.99
Audi A7,55 TFSI e Quattro Competition 5dr S Tronic,35.491,2020,Hybrid,32.0
Audi Q3,1.4T FSI S Line Navigation 5dr,42.965,2016,Petrol,15.99
Audi RS3,RS 3 TFSI Quattro Carbon Black 5dr S Tronic,73.348,2021,Petrol,25.995
Audi A8,50 TDI Quattro 4dr Tiptronic,39.4,2018,Diesel,27.995
Audi RS3,2.5 TFSI RS 3 Quattro 5dr S Tronic,66.445,2017,Petrol,29.69
Audi RS3,RS 3 TFSI Quattro Carbon Black 4dr S Tronic,9.486,2022,Petrol,52.948
Audi RS3,RS 3 TFSI Quattro Carbon Black 5dr S Tronic,7.229,2022,Petrol,51.995
Audi RS3,RS 3 TFSI 400 Quattro Audi Sport Ed 4dr S Tronic,29.852,2020,Petrol,41.49
Audi RS3,RS 3 TFSI Quattro Carbon Black 5dr S Tronic,13.268,2022,Petrol,51.448
Audi RS Q3,RS Q3 TFSI Quattro Vorsprung 5dr S Tronic,20.0,2024,Petrol,67.0
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,27.672,2020,Diesel,45.0
Audi Q3,35 TFSI S Line 5dr S Tronic,5.376,2020,Petrol,31.0
Audi S3,S3 TFSI Quattro 5dr S Tronic,16.0,2021,Petrol,32.5
Audi A1,30 TFSI 110 Sport 5dr S Tronic,13.751,2020,Petrol,19.5
Audi SQ8,SQ8 TFSI Quattro Black Edition 5dr Tiptronic,14.419,2022,Petrol,66.95
Audi Q2,35 TFSI Black Edition 5dr S Tronic,59.996,2021,Petrol,23.495
Audi Q3,35 TFSI S Line 5dr S Tronic,1.465,2023,Petrol,34.0
Audi Q3,35 TFSI Vorsprung 5dr S Tronic,7.708,2023,Petrol,41.9
Audi Q2,35 TFSI Black Edition 5dr,19.303,2020,Petrol,23.695
Audi A4,35 TFSI Black Edition 4dr S Tronic,11.932,2021,Petrol,27.75
Audi A1,30 TFSI S Line 5dr S Tronic,45.668,2020,Petrol,18.995
Audi A7,50 TDI Quattro S Line 5dr Tip Auto,31.604,2019,Diesel,33.0
Audi TT,40 TFSI Final Edition 2dr S Tronic,4.225,2023,Petrol,34.45
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,22.062,2023,Diesel,41.95
Audi Q5,55 TFSI e Quattro S Line Competition 5dr S Tronic,49.915,2020,Hybrid,30.0
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,47.914,2020,Diesel,45.95
Audi S5,S5 TDI 341 Quattro Vorsprung 5dr Tiptronic,12.738,2022,Diesel,57.45
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,2.5,2023,Petrol,66.95
Audi A5 Cabriolet,40 TFSI 204 Edition 1 2dr S Tronic,20.127,2021,Petrol,31.0
Audi Q5,45 TFSI Quattro Black Edition 5dr S Tronic,21.892,2020,Petrol,32.45
Audi A1,30 TFSI 110 Sport 5dr S Tronic,6.85,2021,Petrol,20.89
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,16.822,2019,Petrol,31.0
Audi Q2,30 TFSI Sport 5dr S Tronic,29.615,2019,Petrol,17.995
Audi Q2,1.4 TFSI Edition 1 5dr S Tronic,42.35,2018,Petrol,20.29
Audi Q2,35 TFSI S Line 5dr S Tronic,5.25,2020,Petrol,22.89
Audi Q3,35 TFSI Black Edition 5dr S Tronic,3.0,2023,Petrol,41.99
Audi Q2,30 TDI Black Edition 5dr S Tronic,21.283,2020,Diesel,23.45
Audi S3,S3 TFSI Quattro 5dr S Tronic,32.944,2021,Petrol,29.89
Audi A1,25 TFSI Sport 5dr S Tronic,19.333,2021,Petrol,19.495
Audi Q3,35 TFSI S Line 5dr S Tronic,6.836,2023,Petrol,33.99
Audi SQ2,SQ2 Quattro Black Edition 5dr S Tronic,3.5,2023,Petrol,40.29
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,76.764,2020,Diesel,39.79
Audi A1,35 TFSI S Line 5dr S Tronic,12.176,2021,Petrol,22.49
Audi Q2,1.4 TFSI Sport 5dr S Tronic,28.74,2017,Petrol,17.29
Audi Q2,1.4 TFSI S Line 5dr,32.5,2017,Petrol,18.75
Audi A1,40 TFSI S Line Competition 5dr S Tronic,25.231,2019,Petrol,21.75
Audi Q5,45 TFSI Quattro Sport 5dr S Tronic,43.388,2020,Petrol,25.45
Audi A6,40 TDI S Line 4dr S Tronic,19.75,2021,Diesel,28.2
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,23.778,2021,Diesel,33.4
Audi A1,40 TFSI S Line Competition 5dr S Tronic,25.231,2019,Petrol,21.75
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,34.247,2021,Hybrid,36.5
Audi A4,35 TDI S Line 4dr S Tronic,21.13,2021,Diesel,25.5
Audi Q2,35 TFSI S Line 5dr S Tronic,3.67,2023,Petrol,28.5
Audi Q3,35 TFSI S Line 5dr S Tronic,8.684,2022,Petrol,32.95
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,12.147,2023,Petrol,28.75
Audi A1,35 TFSI Sport 5dr S Tronic,23.668,2021,Petrol,20.35
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,23.276,2022,Petrol,51.495
Audi A3,30 TFSI Sport 5dr,9.514,2023,Petrol,23.45
Audi A1,25 TFSI Sport 5dr,34.228,2021,Petrol,16.25
Audi S3,S3 TFSI Quattro 5dr S Tronic,35.705,2021,Petrol,28.5
Audi Q5,3.0 TDI Quattro S Line 5dr Tip Auto,12.51,2018,Diesel,29.0
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,13.98,2019,Petrol,21.0
Audi A1,1.4 TFSI Sport 5dr S Tronic,65.662,2017,Petrol,11.45
Audi Q5,45 TFSI Quattro Black Edition 5dr S Tronic,35.974,2019,Petrol,29.0
Audi A3,35 TFSI S Line 2dr,45.352,2020,Petrol,18.5
Audi A4,35 TDI Black Edition 4dr S Tronic,4.058,2024,Diesel,35.49
Audi A3,40 TFSI e S Line 5dr S Tronic,38.422,2021,Hybrid,21.495
Audi Q2,30 TFSI Technik 5dr,14.524,2020,Petrol,16.95
Audi A1,25 TFSI Sport 5dr,5.304,2023,Petrol,20.75
Audi A4,35 TDI Black Edition 4dr S Tronic,4.058,2024,Diesel,35.49
Audi A3,40 TFSI e S Line 5dr S Tronic,38.422,2021,Hybrid,21.495
Audi S3,S3 TFSI Quattro 4dr S Tronic,10.328,2021,Petrol,33.95
Audi Q3,40 TDI 200 Quattro S Line 5dr S Tronic,32.111,2021,Diesel,28.95
Audi A3,35 TDI S Line 5dr S Tronic,15.89,2020,Diesel,24.25
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,30.276,2021,Diesel,32.5
Audi Q3,35 TFSI Sport 5dr,12.285,2020,Petrol,23.97
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,24.568,2019,Petrol,18.5
Audi A3,30 TFSI S Line 5dr S Tronic,8.535,2023,Petrol,26.97
Audi Q3,35 TFSI Sport 5dr,19.67,2019,Petrol,22.85
Audi A1,25 TFSI S Line 5dr S Tronic,30.451,2021,Petrol,19.79
Audi Q2,35 TFSI S Line 5dr S Tronic,8.575,2023,Petrol,28.47
Audi A5 Sportback,35 TFSI S Line 5dr S Tronic,13.774,2023,Petrol,30.85
Audi Q5 Sportback,40 TDI Quattro S Line 5dr S Tronic,3.0,2023,Diesel,41.895
Audi e-tron GT,390kW Quattro 93kWh 4dr Auto,6.0,2023,Electric,69.99
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,1.0,2023,Petrol,64.99
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,1.0,2023,Petrol,64.99
Audi A1,35 TFSI S Line 5dr S Tronic,8.091,2022,Petrol,24.29
Audi A4 Avant,35 TFSI Black Edition 5dr S Tronic,10.493,2023,Petrol,35.5
Audi Q5,40 TDI Quattro S Line 5dr S Tronic,24.073,2021,Diesel,34.5
Audi Q4,150kW 40 82kWh S Line 5dr Auto,2.888,2023,Electric,40.495
Audi Q5 Sportback,45 TFSI Quattro S Line 5dr S Tronic,20.611,2022,Petrol,39.95
Audi A1,30 TFSI S Line 5dr S Tronic,14.158,2019,Petrol,20.47
Audi A3,30 TFSI Sport 5dr,20.066,2020,Petrol,18.47
Audi TT,45 TFSI S Line 2dr,8.162,2019,Petrol,24.5
Audi TT,45 TFSI Quattro Black Edition 2dr S Tronic,32.265,2020,Petrol,27.4
Audi A3,35 TFSI Edition 1 5dr,40.447,2021,Petrol,22.7
Audi Q7,55 TFSI Quattro Vorsprung 5dr Tiptronic,21.7,2021,Diesel,50.9
Audi A3,35 TFSI S Line 5dr S Tronic,3.1,2023,Petrol,28.0
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,10.767,2022,Diesel,43.795
Audi A3 Saloon,30 TFSI Sport 4dr S Tronic,14.393,2023,Petrol,23.49
Audi A1,25 TFSI S Line 5dr S Tronic,16.777,2020,Petrol,19.9
Audi A8,50 TDI Quattro 4dr Tiptronic,57.501,2019,Diesel,27.99
Audi A3,35 TFSI SE Technik 5dr,44.777,2019,Petrol,13.9
Audi e-tron,230kW 50 Quattro 71kWh Technik 5dr Auto,98.0,2020,Electric,17.995
Audi A3 Saloon,1.5 TFSI Sport 4dr,34.128,2017,Petrol,13.75
Audi A1,40 TFSI S Line Competition 5dr S Tronic,23.228,2019,Petrol,21.95
Audi Q3,35 TFSI Sport 5dr,30.489,2020,Petrol,22.45
Audi Q3,35 TFSI Sport 5dr S Tronic,26.248,2020,Petrol,25.45
Audi Q3,35 TDI Vorsprung 5dr S Tronic,32.794,2020,Diesel,31.95
Audi A7,55 TFSI Quattro Sport 5dr S Tronic,31.642,2018,Petrol,29.0
Audi A1,30 TFSI Sport 5dr S Tronic,13.082,2019,Petrol,18.5
Audi Q8,55 TFSI Quattro S Line 5dr Tiptronic [Leather],3.961,2023,Petrol,55.0
Audi A3,35 TFSI S Line 5dr S Tronic,48.344,2019,Petrol,17.25
Audi A4,35 TDI S Line 5dr S Tronic,23.934,2021,Diesel,26.95
Audi Q8,55 TFSI Quattro Launch Edition 5dr Tiptronic,2.5,2023,Petrol,78.99
Audi RS3,RS 3 TFSI 400 Quattro Audi Sport Ed 4dr S Tronic,29.164,2019,Petrol,39.75
Audi Q7,50 TDI Quattro Black Edition 5dr Tiptronic,10.174,2023,Diesel,57.47
Audi A3 Saloon,30 TFSI Sport 4dr,5.488,2023,Petrol,25.79
Audi Q2,35 TFSI S Line 5dr S Tronic,16.002,2022,Petrol,25.995
Audi Q3,35 TFSI Black Edition 5dr S Tronic,14.817,2023,Petrol,37.67
Audi S4,S4 TDI 341 Quattro 5dr Tiptronic,25.008,2021,Diesel,36.95
Audi Q2,30 TDI Black Edition 5dr,21.988,2020,Diesel,22.0
Audi A1,30 TFSI 110 Black Edition 5dr S Tronic,1.5,2023,Petrol,27.995
Audi A5 Sportback,45 TFSI Quattro Vorsprung 5dr S Tronic,32.0,2019,Petrol,30.99
Audi Q5,40 TDI Quattro Sport 5dr S Tronic,4.139,2023,Diesel,38.97
Audi Q3,35 TFSI S Line 5dr S Tronic,30.166,2019,Petrol,26.295
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,8.635,2023,Petrol,41.97
Audi e-tron,300kW 55 Quattro 95kWh Technik 5dr Auto,30.235,2022,Electric,31.99
Audi Q5,40 TDI Quattro Edition 1 5dr S Tronic,19.473,2022,Diesel,44.0
Audi A7,45 TDI 245 Quattro Black Edition 5dr S Tronic,37.489,2022,Diesel,35.45
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,5.0,2023,Electric,43.45
Audi Q8 e-tron,250kW 50 Quattro 95kWh Black Edition 5dr Auto,4.0,2023,Electric,66.745
Audi Q2,30 TFSI Sport 5dr,15.8,2021,Petrol,19.29
Audi Q3,1.4T FSI S Line Edition 5dr S Tronic,28.758,2017,Petrol,18.0
Audi A6,40 TDI Quattro S Line 4dr S Tronic,5.0,2023,Diesel,44.99
Audi TT,40 TFSI Final Edition 2dr S Tronic,5.777,2023,Petrol,33.9
Audi Q3,35 TFSI S Line 5dr S Tronic,19.122,2019,Petrol,25.95
Audi A1,25 TFSI S Line 5dr S Tronic,21.176,2020,Petrol,20.495
Audi Q7,3.0 TDI Quattro S Line 5dr Tip Auto,58.777,2017,Diesel,27.9
Audi Q3,35 TFSI S Line 5dr S Tronic,19.122,2019,Petrol,25.95
Audi Q8,55 TFSI Quattro Black Edition 5dr Tiptronic,4.384,2023,Petrol,61.49
Audi S4,S4 TDI 341 Quattro Black Edition 5dr Tiptronic,21.5,2022,Diesel,41.9
Audi S3,S3 TFSI 300 Quattro 4dr S Tronic,27.181,2019,Petrol,26.0
Audi A6 Avant,45 TFSI 265 Quattro Black Edition 5dr S Tronic,19.558,2022,Petrol,36.5
Audi Q7,55 TFSI Quattro Black Edition 5dr Tiptronic,11.868,2022,Petrol,53.95
Audi Q5,45 TFSI Quattro S Line 5dr S Tronic,2.873,2021,Petrol,37.995
Audi RS4,RS 4 TFSI Quattro Carbon Black 5dr Tiptronic,4.5,2023,Petrol,69.946
Audi Q2,35 TFSI S Line 5dr,38.88,2020,Petrol,18.95
Audi A4 Avant,40 TFSI 204 S Line 5dr S Tronic,32.468,2021,Petrol,24.45
Audi A5 Cabriolet,40 TFSI S Line 2dr,19.185,2020,Petrol,22.95
Audi RS3,RS 3 TFSI Quattro 5dr S Tronic,5.688,2023,Petrol,53.95
Audi RS3,RS 3 TFSI Quattro Vorsprung 5dr S Tronic,13.0,2023,Petrol,56.99
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,1.556,2023,Petrol,32.75
Audi RS3,RS 3 TFSI Quattro Vorsprung 5dr S Tronic,3.25,2023,Petrol,59.99
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,2.0,2023,Petrol,32.95
Audi A8,60 TFSI e Quattro S Line 4dr Tiptronic,3.52,2023,Hybrid,64.695
Audi RS3,RS 3 TFSI 400 Quattro Audi Sport Ed 4dr S Tronic,20.611,2019,Petrol,41.45
Audi TT S,50 TFSI 320 Quattro TTS Black Ed 2dr S Tronic,13.145,2021,Petrol,37.99
Audi RS3,RS 3 TFSI Quattro Vorsprung 5dr S Tronic,3.638,2023,Petrol,59.15
Audi A8,55 TFSI Quattro Black Edition 4dr Tiptronic,38.165,2021,Petrol,36.558
Audi RS3,2.5 TFSI RS 3 Quattro 5dr S Tronic,45.19,2018,Petrol,33.395
Audi A8,50 TDI Quattro Black Edition 4dr Tiptronic,5.577,2023,Diesel,53.0
Audi Q3,45 TFSI e S Line 5dr S Tronic,999.0,2023,Hybrid,42.99
Audi SQ5,SQ5 Plus Quattro 5dr Tip Auto,86.923,2016,Diesel,21.059
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,1.532,2023,Petrol,31.99
Audi A8,L 60 TFSI e Quattro Sport 4dr Tiptronic,29.17,2021,Hybrid,46.75
Audi S3,S3 TFSI Black Edition Quattro 4dr S Tronic,2.0,2023,Petrol,41.295
Audi A3,35 TFSI Black Edition 5dr S Tronic,3.443,2023,Petrol,32.95
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,1.987,2023,Petrol,29.74
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,25.182,2022,Hybrid,35.69
Audi S3,S3 TFSI Quattro 5dr S Tronic,3.85,2023,Petrol,nan
Audi A3,35 TDI S line 5dr S Tronic,7.291,2022,Diesel,26.99
Audi Q3,45 TFSI Quattro Edition 1 5dr S Tronic,24.475,2020,Petrol,34.99
Audi Q3,35 TFSI Edition 1 5dr S Tronic,16.949,2020,Petrol,32.49
Audi A3,35 TFSI Sport 5dr S Tronic,17.992,2022,Petrol,22.29
Audi A8,50 TDI Quattro 4dr Tiptronic,47.534,2018,Diesel,26.995
Audi A3,35 TFSI S Line 5dr S Tronic,28.597,2019,Petrol,18.48
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,1.937,2023,Petrol,29.45
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,1.5,2023,Petrol,28.98
Audi A3,35 TFSI Black Edition 4dr S Tronic,30.769,2019,Petrol,19.95
Audi S8,S8 Quattro Vorsprung 4dr Tiptronic,3.5,2023,Petrol,94.97
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,1.782,2023,Petrol,31.09
Audi A1,35 TFSI S Line 5dr S Tronic,30.621,2020,Petrol,19.49
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,1.5,2024,Petrol,44.93
Audi S8,S8 Quattro Black Edition 4dr Tiptronic,7.619,2022,Petrol,68.995
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,2.099,2023,Petrol,nan
Audi Q3,1.4T FSI SE 5dr,45.827,2016,Petrol,13.35
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,3.001,2023,Petrol,nan
Audi A3,35 TFSI Black Edition 5dr S Tronic,28.418,2019,Petrol,20.49
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,3.001,2023,Petrol,nan
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,78.0,2023,Petrol,32.398
Audi A3,35 TFSI S Line 5dr S Tronic,7.748,2022,Petrol,25.95
Audi Q3,45 TFSI Quattro S Line 5dr S Tronic,31.008,2020,Petrol,30.99
Audi S3,S3 TFSI Quattro 5dr S Tronic,9.675,2021,Petrol,33.49
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,3.143,2023,Petrol,nan
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,2.362,2023,Petrol,33.79
Audi A3,35 TFSI Black Edition 5dr S Tronic,2.0,2023,Petrol,33.49
Audi A3,40 TFSI e S Line 5dr S Tronic,1.0,2023,Hybrid,31.95
Audi Q3,35 TFSI Black Edition 5dr S Tronic,8.122,2023,Petrol,36.95
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,999.0,2023,Hybrid,39.99
Audi A3,40 TFSI e S Line 5dr S Tronic,3.582,2023,Hybrid,32.49
Audi A3 Saloon,35 TFSI Sport 4dr S Tronic,15.454,2021,Petrol,22.45
Audi A3 Saloon,30 TFSI Sport 4dr,4.376,2023,Petrol,25.795
Audi A3,35 TFSI S Line 5dr S Tronic,14.633,2023,Petrol,25.99
Audi A3,40 e-tron 5dr S Tronic,10.275,2020,Hybrid,18.85
Audi A3 Saloon,35 TFSI Black Edition 4dr S Tronic,2.0,2023,Petrol,32.95
Audi A3,40 TFSI e S Line 5dr S Tronic,2.428,2023,Hybrid,33.99
Audi A3,30 TFSI 116 S Line 5dr,46.017,2018,Petrol,15.99
Audi Q3,35 TFSI Black Edition 5dr S Tronic,6.12,2023,Petrol,37.25
Audi Q3,2.0T FSI Quattro S Line Edition 5dr S Tronic,12.438,2017,Petrol,21.99
Audi A3 Saloon,35 TDI Black Edition 4dr S Tronic,2.745,2023,Diesel,34.49
Audi Q3,45 TFSI e Black Edition 5dr S Tronic,6.655,2023,Hybrid,nan
Audi Q3,35 TFSI Sport 5dr S Tronic,15.424,2021,Petrol,26.95
Audi Q3,35 TFSI Sport 5dr S Tronic,15.608,2021,Petrol,26.99
Audi A3 Saloon,35 TFSI Edition 1 4dr S Tronic,5.677,2023,Petrol,29.95
Audi Q3,35 TDI Sport 5dr S Tronic,29.708,2020,Diesel,24.99
Audi Q3,35 TFSI S Line 5dr,23.208,2021,Petrol,26.076
Audi Q3,40 TFSI Quattro S Line 5dr S Tronic,23.458,2019,Petrol,27.15
Audi Q3,35 TFSI Black Edition 5dr S Tronic,1.5,2023,Petrol,39.95
Audi Q3,35 TFSI S Line 5dr S Tronic,14.259,2023,Petrol,30.99
Audi S8,S8 Quattro Black Edition 4dr Tiptronic,17.468,2021,Petrol,61.95
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,1.728,2023,Hybrid,43.49
Audi Q3,35 TFSI S Line 5dr S Tronic,14.42,2023,Petrol,32.49
Audi Q3,45 TFSI e S Line 5dr S Tronic,2.016,2023,Hybrid,nan
Audi A3,45 TFSI e S Line Competition 5dr S Tronic,2.098,2023,Hybrid,40.19
Audi Q3,40 TFSI Quattro Edition 1 5dr S Tronic,16.284,2019,Petrol,31.99
Audi A8,L 50 TDI Quattro S Line 4dr Tiptronic,12.548,2023,Diesel,57.45
Audi S3,S3 TFSI Quattro 4dr S Tronic,12.779,2021,Petrol,33.0
Audi Q3,35 TDI Black Edition 5dr S Tronic,4.585,2023,Diesel,36.99
Audi Q3,45 TFSI e Vorsprung 5dr S Tronic,8.0,2023,Hybrid,46.19
Audi A5,40 TFSI Black Edition 2dr,19.569,2019,Petrol,21.59
Audi Q4 e-tron Sportback,150kW 40 82kWh S Line 5dr Auto,3.658,2023,Electric,40.0
Audi A3 Saloon,35 TDI S Line 4dr S Tronic,6.327,2023,Diesel,nan
Audi Q4,150kW 40 82.77kWh Edition 1 5dr Auto,3.4,2023,Electric,55.75
Audi Q4 e-tron Sportback,125kW 35 55.52kWh Sport 5dr Auto,10.0,2023,Electric,39.0
Audi A8,L 50 TDI Quattro S Line 4dr Tiptronic,7.0,2023,Diesel,59.9
Audi Q2,35 TFSI S Line 5dr,1.0,2022,Petrol,30.595
Audi RS Q8,RS Q8 TFSI Quattro Vorsprung 5dr Tiptronic,28.163,2021,Petrol,83.99
Audi A3 Saloon,35 TFSI S Line 4dr S Tronic,2.217,2023,Petrol,31.64
